ID,Title,Year,Year_Range,PrincipalName,PrincipalAffiliationName,Institution_Type,Institution_Sub,CenterName,FundTypeDesc,ProgramName,GoalText,Goal_3_v_4,AwardAmt,AwardPer,AwardNum,Status_Now,
608,Improving Postsecondary Preparation in Urban Public High Schools: An Evaluation of AVID in Chicago,2008,2007-2011,"Roderick, Melissa",University of Chicago,Uni,Private,NCER,Grant,Postsecondary and Adult Education,Efficacy and Replication,3,"$986,031",3 years,R305A080096,Completed,
371,LEAP - USA (Using Science-Based Approaches),2006,2002-2006,"Strain, Phillip",University of Colorado at Denver and Health Sciences Center,Uni,Public,NCSER,Grant,Early Intervention and Early Learning in Special Education,Efficacy and Replication,3,"$1,809,917",3/1/2006 to 2/28/2010,R324E060068,Completed,
1164,LEAP–USA Follow-up Project,2011,2007-2011,"Strain, Phillip","University of Colorado, Denver",Uni,Public,NCSER,Grant,Autism Spectrum Disorders,Efficacy and Replication,3,"$1,198,674",9/1/2011–8/31/2014,R324A110246,Completed,
1086,Project Early Vocabulary Intervention,2011,2007-2011,"Coyne, Michael",University of Connecticut,Uni,Public,NCSER,Grant,"Reading, Writing, and Language Development",Efficacy and Replication,3,"$4,097,835",4/1/11–3/31/15,R324A110135,Completed,
1351,A Modular CBT for Reducing Anxiety and Improving Educational Outcomes,2012,2012-2016,"Ginsburg, Golda",University of Connecticut,Uni,Public,NCSER,Grant,Social and Behavioral Outcomes to Support Learning,Efficacy and Replication,3,"$3,255,147",7/1/2012-6/30/2016,R324A140002,Completed,
1449,GlobalEd 2,2013,2012-2016,"Brown, Scott",University of Connecticut,Uni,Public,NCER,Grant,Education Technology,Efficacy and Replication,3,"$3,477,944",4 years (6/1/2013 – 5/30/2017),R305A130195,Completed,
1564,National Center for Research on Gifted Education,2014,2012-2016,"Siegle, Del",University of Connecticut,Uni,Public,NCER,Grant,Education Research and Development Centers,Multiple Goals,Multiple,"$5,000,000.00",5 years (10/1/2014–9/30/2019),R305C140018,Completed,
2233,Evaluating the Impact of Integrated Behavior and Reading Multi-Tiered Systems of Support in Elementary Schools,2019,2017-2019,"Coyne, Michael",University of Connecticut,Uni,Public,NCSER,Grant,Research Networks Focused on Critical Problems of Policy and Practice in Special Education: Multi-Tiered Systems of Support,Efficacy,3,"$3,999,589",5 years (07/01/2019-06/30/2024),R324N190012,In field,
1809,Supporting Strategic Writers: Effects of an Innovative Developmental Writing Program on Writing and Reading Outcomes,2016,2012-2016,"MacArthur, Charles A.",University of Delaware,Uni,Public,NCER,Grant,Postsecondary and Adult Education,Efficacy and Replication,3,"$3,245,858",5 years (7/1/2016 to 6/30/2021,R305A160242,In field,
1887,Investigating the Efficacy of a Web-Based Early Reading Intervention Professional Development Program for K-1 English Learners,2016,2012-2016,"Amendum, Steven",University of Delaware,Uni,Public,NCER,Grant,English Learners,Efficacy and Replication,3,"$3,299,115",5 years (7/1/2016-6/30/2021),R305A160255,In field,
1988,An Efficacy Follow-Up Study of the Long-Term Effects of Reading Recovery Under the i3 Scale-Up,2017,2017-2019,"May, Henry",University of Delaware,Uni,Public,NCER,Grant,Reading and Writing,Efficacy and Replication,3,"$1,099,999",3 years (08/01/2017 - 07/31/2020),R305A170171,In field,
592,Increasing the Efficacy of An Early Mathematics Curriculum with Scaffolding Designed to Promote Self-Regulation,2008,2007-2011,"Clements, Douglas",University of Denver,Uni,Public,NCER,Grant,Early Learning Programs and Policies,Efficacy and Replication,3,"$4,541,974",4 years,R305A080700,Completed,
1085,Longitudinal Study of a Successful Scaling-Up Project: Extending TRIAD,2011,2007-2011,"Clements, Douglas",University of Denver,Uni,Public,NCER,Grant,"Science, Technology, Engineering, and Mathematics (STEM) Education",Scale-Up Evaluations,4,"$1,895,857",3 years (5/1/2011-4/30/2014),R305A120813,Completed,
1722,Evaluating the Efficacy of Learning Trajectories in Early Mathematics,2015,2012-2016,"Clements, Douglas",University of Denver,Uni,Public,NCER,Grant,Early Learning Programs and Policies,Efficacy and Replication,3,"$3,453,981",4 years (7/1/2015-6/30/2019),R305A150243,Completed,
3325,Evaluating the Efficacy of an Inderdisciplinary Preschool Curriculum (EPIC),2019,2017-2019,"Sarama, Julie",University of Denver,Uni,Public,NCER,Grant,Early Learning Programs and Policies,Efficacy,3,"$3,293,767",4 years (07/01/2019-06/30/2023),R305A190395,In field,
398,Universal Cognitive-Behavioral Intervention for Elementary Students to Reduce Disruptive/Aggressive Behavior,2006,2002-2006,"Smith, Stephen",University of Florida,Uni,Public,NCSER,Grant,Social and Behavioral Outcomes to Support Learning,Efficacy and Replication,3,"$1,625,469",8/1/2006 to 7/31/2010,R324B060029,Completed,
1174,Efficacy of the BEST in CLASS Intervention for Young Children at High Risk for Emotional and Behavioral Disorders,2011,2007-2011,"Conroy, Maureen",University of Florida,Uni,Public,NCSER,Grant,Social and Behavioral Outcomes to Support Learning,Efficacy and Replication,3,"$4,134,515",8/15/2011 – 8/14/2015,R324A110173,Completed,
1619,Impact of Professional Development on Preschool Teachers' Use of Embedded-Instruction Practices: An Efficacy Trial of Tools for Teachers,2015,2012-2016,"Snyder, Patricia",University of Florida,Uni,Public,NCSER,Grant,Early Intervention and Early Learning in Special Education,Efficacy and Replication,3,"$3,498,113",4 years (7/1/2015-6/30/2019),R324A150076,Completed,
1836,Evaluating a Social-Emotional Learning Curriculum for Children At Risk for Emotional or Behavioral Disorders,2016,2012-2016,"Daunic, Ann",University of Florida,Uni,Public,NCSER,Grant,Social and Behavioral Outcomes to Support Learning,Efficacy and Replication,3,"$3,499,958",4 years (7/1/2016-6/30/2020),R324A160136,In field,
1804,Precision Education: The Virtual Learning Lab,2016,2012-2016,"Leite, Walter",University of Florida,Uni,Public,NCER,Grant,Education Research and Development Centers,Multiple Goals,Multiple,"$8,908,288",5 years (7/1/2016-6/30/2021),R305C160004,In field,
2121,Efficacy of Prime Online: Teacher Professional Development for Inclusive Elementary Mathematics Classrooms,2018,2017-2019,"Griffin, Cynthia",University of Florida,Uni,Public,NCSER,Grant,"Science, Technology, Engineering, and Mathematics",Efficacy and Replication,3,"$3,276,003",4 years (08/15/2018-08/14/2022),R324A180135,In field,
2177,Efficacy Trial of <em>I Control</em>: An Intensive Intervention to Improve Self-Regulation for Middle School Students with Emotional and Behavioral Problems,2018,2017-2019,"Smith, Stephen",University of Florida,Uni,Public,NCSER,Grant,Social and Behavioral Outcomes to Support Learning,Efficacy and Replication,3,"$3,292,300",4 years (07/01/2018-06/30/2022),R324A180042,In field,
1031,Improving the Teaching and Learning of English Language Learners: The Instructional Conversational Model,2010,2007-2011,"Portes, Pedro",University of Georgia Research Foundation,Uni,Public,NCER,Grant,English Learners,Efficacy and Replication,3,"$2,935,846",4 years,R305A100670,Completed,
129,Center for Research on the Educational Achievement and Teaching of English Language Learners (CREATE),2005,2002-2006,"Francis, David",University of Houston,Uni,Public,NCER,Grant,Education Research and Development Centers,Multiple Goals,Multiple,"$9,897,290",5 years,R305A050056,Completed,
1205,WORLD Efficacy Study,2011,2007-2011,"Gonzalez, Jorge",University of Houston,Uni,Public,NCER,Grant,Early Learning Programs and Policies,Efficacy and Replication,3,"$2,608,581",4 years,R305A140698,Completed,
1114,Scale-up Evaluation of Reading Intervention for First Grade English Learners,2011,2007-2011,"Francis, David",University of Houston,Uni,Public,NCER,Grant,Reading and Writing,Scale-Up Evaluations,4,"$5,201,997",5 years,R305A110297,Completed,
1523,Consistency Management & Cooperative Discipline (CMCD): An Efficacy Trial with Students in Third and Fourth Grade Urban Schools,2014,2012-2016,"Freiberg, Jerome",University of Houston,Uni,Public,NCER,Grant,Social and Behavioral Context for Academic Learning,Efficacy and Replication,3,"$3,496,854",4 Years (7/1/2014-6/30/2018),R305A140493,Completed,
201,Instruction Of Reading Comprehension: Cognitive Strategies Or Cognitive Engagement,2003,2002-2006,"Garcia, Georgia",University of Illinois,Uni,Public,NCER,Grant,Reading and Writing,Efficacy and Replication,3,"$1,475,400",3 years,R305G030140,Completed,
1941,Efficacy of the Connected Chemistry Curriculum,2017,2017-2019,"Stieff, Mike","University of Illinois, Chicago",Uni,Public,NCER,Grant,"Science, Technology, Engineering, and Mathematics (STEM) Education",Efficacy and Replication,3,"$3,279,937",5 years (8/1/2017-07/31/2022),R305A170074,In field,
618,"Establishing the Efficacy of the ""Special Friends"" Project",2008,2007-2011,"Ostrosky, Michaelene","University of Illinois, Urbana-Champaign",Uni,Public,NCSER,Grant,Early Intervention and Early Learning in Special Education,Efficacy and Replication,3,"$2,997,953",6/16/2008 to 6/15/2012,R324A080071,Completed,
636,Fostering Fluency With Basic Addition and Subtraction,2008,2007-2011,"Baroody, Arthur","University of Illinois, Urbana-Champaign",Uni,Public,NCER,Grant,"Science, Technology, Engineering, and Mathematics (STEM) Education",Efficacy and Replication,3,"$3,099,995",4 years,R305A080479,Completed,
643,Mindful Instruction of Nonmainstream Children,2008,2007-2011,"Anderson, Richard","University of Illinois, Urbana-Champaign",Uni,Public,NCER,Grant,Cognition and Student Learning,Efficacy and Replication,3,"$2,984,069",4 years,R305A080347,Completed,
186,Breakthrough to Literacy in the Chicago Public Schools: A Large Scale Evaluation of the Effectiveness of a Reading Comprehension Intervention,2004,2002-2006,"Hurtig, Richard",University of Iowa,Uni,Public,NCER,Grant,Reading and Writing,Scale-Up Evaluations,4,"$5,984,980",5 years,R305G040145,Completed,
724,Efficacy of the Science Writing Heuristic Approach,2009,2007-2011,"Hand, Brian",University of Iowa,Uni,Public,NCER,Grant,"Science, Technology, Engineering, and Mathematics (STEM) Education",Efficacy and Replication,3,"$4,836,057",4 years,R305A090094,Completed,
549,Class-wide Function-Based Intervention Teams: A Research to Practice Agenda for Functional Behavior Assessment (CW: FIT),2007,2007-2011,"Kamps, Debra",University of Kansas,Uni,Public,NCSER,Grant,Social and Behavioral Outcomes to Support Learning,Efficacy and Replication,3,"$2,998,625",5/1/2007 to 4/30/2011,R324A070181,Completed,
683,Center for Response to Intervention in Early Childhood,2008,2007-2011,"Greenwood, Charles",University of Kansas,Uni,Public,NCSER,Grant,Special Education Research and Development Centers,Multiple Goals,Multiple,"$10,000,000",07/01/2008 - 06/30/2013,R324C080011,Completed,
2042,The <em>Self-Determined Learning Model of Instruction</em>: Examining the Impact of Implementation Supports on Teacher and Student Outcomes,2017,2017-2019,"Shogren, Karrie",University of Kansas,Uni,Public,NCSER,Grant,Transition Outcomes for Secondary Students with Disabilities,Efficacy and Replication,3,"$3,300,000",4 years (9/1/2017– 8/31/2021),R324A170008,In field,
3354,Possible Selves and Self-Determination: Improving Transition Outcomes for High School Students with Learning Disabilities,2019,2017-2019,"Hock, Michael",University of Kansas,Uni,Public,NCSER,Grant,Transition Outcomes for Secondary Students with Disabilities,Efficacy,3,"$3,293,003",5 years (07/01/2019–6/30/2024),R324A190011,In field,
2235,Enhancing <em>Ci3T</em>: Building Professional Capacity for High Fidelity Implementation to Support Students' Educational Outcomes (Project ENHANCE),2019,2017-2019,"Lane, Kathleen",University of Kansas,Uni,Public,NCSER,Grant,Research Networks Focused on Critical Problems of Policy and Practice in Special Education: Multi-Tiered Systems of Support,Efficacy and Development,3,"$3,999,320",5 years (07/01/2019 – 06/30/2024),R324N190002,In field,
782,"Improving Social-Communication, Literacy, and Adaptive Behaviors for Young Children with Autism Spectrum Disorders",2009,2007-2011,"Kamps, Debra","University of Kansas Center for Research, Inc.",Uni,Public,NCSER,Grant,Autism Spectrum Disorders,Efficacy and Replication,3,"$2,969,998",03/01/2009 - 02/28/2013,R324A090091,Completed,
1349,The Effects of Online Decision Making Support for Home Visitors Using an RTI Approach to Promote the Language Development of At-risk Infants and Toddlers,2012,2012-2016,"Buzhardt, Jay","University of Kansas Center for Research, Inc.",Uni,Public,NCSER,Grant,Early Intervention and Early Learning in Special Education,Efficacy and Replication,3,"$2,998,772",7/1/12-6/30/16,R324A120365,Completed,
1350,"A Multi-Site Efficacy Trial of the Class-wide Function-related Intervention Teams ""CW-FIT"": A Research to Practice Agency for Students With and At Risk for EBD",2012,2012-2016,"Wills, Howard","University of Kansas Center for Research, Inc.",Uni,Public,NCSER,Grant,Social and Behavioral Outcomes to Support Learning,Efficacy and Replication,3,"$2,916,059",7/1/2012 – 6/30/2016,R324A120344,Completed,
1996,The Effects of Promoting Engaging Early Literacy Interactions in Preschool Environments: Literacy 3D,2017,2017-2019,"Greenwood, Charles","University of Kansas Center for Research, Inc.",Uni,Public,NCER,Grant,Early Learning Programs and Policies,Efficacy and Replication,3,"$3,295,716",4 years (07/01/2017-06/30/2021),R305A170241,In field,
793,Evaluating the Efficacy of Enhanced Anchored Instruction for Middle School Students with Learning Disabilities in Math,2009,2007-2011,"Bottge, Brian",University of Kentucky,Uni,Public,NCSER,Grant,Cognition and Student Learning in Special Education,Efficacy and Replication,3,"$2,330,163",7/1/2009 through 6/30/2013,R324A090179,Completed,
2043,Efficacy of a Narrative Comprehension Intervention for Elementary School Children At-Risk for Attention-Deficit Hyperactivity Disorder,2017,2017-2019,"Lorch, Elizabeth",University of Kentucky,Uni,Public,NCER,Grant,Cognition and Student Learning,Efficacy and Replication,3,"$3,237,898",5 years (07/01/2017 – 06/30/2022),R305A170574,In field,
1606,Efficacy of Enhanced First Step to Success Intervention for Tertiary-Level Students with Disruptive Behavior,2015,2012-2016,"Frey, Andy","University of Louisville Research Foundation, Inc",Uni,Public,NCSER,Grant,Social and Behavioral Outcomes to Support Learning,Efficacy and Replication,3,"$3,497,001",4 years (7/1/2015–6/30/2019),R324A150179,Completed,
313,Second Step,2003,2002-2006,"Gottfredson, Gary","University of Maryland, College Park",Uni,Public,NCER,Grant,Social and Character Development,Efficacy and Replication,3,"$2,150,085",4 years,R305L030002,Completed,
1571,Effects of Enhanced After-School Programs on Educational Outcomes: A Randomized Trial,2005,2002-2006,"Gottfredson, Denise","University of Maryland, College Park",Uni,Public,NCER,Grant,Field Initiated Evaluations of Education Innovations,Efficacy and Replication,3,"$1,499,943",5 years (6/1/2005-5/31/2010),R305F050069,Completed,
1578,An Experimental Study of the Effectiveness of Instructional Consultation Teams,2005,2002-2006,"Rosenfield, Sylvia","University of Maryland, College Park",Uni,Public,NCER,Grant,Field Initiated Evaluations of Education Innovations,Efficacy and Replication,3,"$1,869,878",5 years (6/1/2005-5/31/2010),R305F050051,Completed,
2067,An Efficacy Study of Toggle Talk,2017,2017-2019,"Edwards, Jan","University of Maryland, College Park",Uni,Public,NCER,Grant,Reading and Writing,Efficacy and Replication,3,"$3,247,480",4 years (08/01/2017–07/31/2021),R305A170139,In field,
1442,Kidsteps II: Promoting School Readiness Through Social-Emotional Skill Building in Preschool,2013,2012-2016,"Upshur, Carole",University of Massachusetts Medical School,Uni,Hospital,NCER,Grant,Early Learning Programs and Policies,Efficacy and Replication,3,"$3,468,010",4 years (7/1/13-6/30/17),R305A130336,Completed,
1037,"The Efficacy of Personal Response Systems (Clickers) as Learning Tools: A Multidisciplinary, Large-Scale, Empirical Evaluation",2010,2007-2011,"Shapiro, Amy","University of Massachusetts, Dartmouth",Uni,Public,NCER,Grant,Postsecondary and Adult Education,Efficacy and Replication,3,"$504,246",3 years,R305A100625,Completed,
827,Applications of Intelligent Tutoring Systems (ITS) to Improve the Skill Levels of Students with Deficiencies in Mathematics,2009,2007-2011,"Hu, Xiangen",University of Memphis,Uni,Public,NCER,Grant,"Science, Technology, Engineering, and Mathematics (STEM) Education",Efficacy and Replication,3,"$2,322,310",4 years (7/1/2009-6/30/2013),R305A090528,Completed,
545,Improving Mathematics Performance of At Risk Students and Students with Learning Disabilities in Urban Middle Schools (MSM Project),2007,2007-2011,"Montague, Marjorie",University of Miami,Uni,Public,NCSER,Grant,"Science, Technology, Engineering, and Mathematics",Efficacy and Replication,3,"$2,085,120",6/1/2007 to 5/31/2010,R324A070206,Completed,
828,Promoting Science among English Language Learners (P-SELL): Efficacy and Sustainability,2009,2007-2011,"Lee, Okhee",University of Miami,Uni,Public,NCER,Grant,"Science, Technology, Engineering, and Mathematics (STEM) Education",Efficacy and Replication,3,"$2,999,918",4 years,R305A090281,Completed,
1239,Reading Achievement Multi-component Program (RAMP-UP),2012,2012-2016,"Calhoon, Mary Beth",University of Miami,Uni,Public,NCSER,Grant,"Reading, Writing, and Language Development",Efficacy and Replication,3,"$3,485,216",3/1/2012 – 2/29/16,R324A140003,Completed,
347,Identifying Key Components of Effective Professional Development in Reading for First-Grade Teachers and Their Students,2003,2002-2006,"Carlisle, Joanne",University of Michigan,Uni,Public,NCER,Grant,Effective Instruction,Efficacy and Replication,3,"$1,638,912",3 years,R305M030090,Completed,
957,The Impact of the Michigan Merit Curriculum and Michigan Promise Scholarship on Student Outcomes,2010,2007-2011,"Jacob, Brian A.",University of Michigan,Uni,Public,NCER,Grant,Evaluation of State and Local Education Programs and Policies,Efficacy,3,"$5,999,850",5 years,R305E100008,Completed,
930,Causes and Consequences of Public Subsidies in Higher Education: Evidence from Community College Districts,2010,2007-2011,"McFarlin Jr., Isaac",University of Michigan,Uni,Public,NCER,Grant,Postsecondary and Adult Education,Efficacy and Replication,3,"$2,573,484",4 years,R305A100369,Completed,
1323,Burst: Reading Efficacy Study,2012,2012-2016,"Rowan, Brian",University of Michigan,Uni,Public,NCER,Grant,Education Technology,Efficacy and Replication,3,"$3,243,460",4 years (9/1/2012–10/31/2016),R305A120811,Completed,
1473,Dual-Credit Courses and the Road to College: Experimental Evidence from Tennessee,2014,2012-2016,"Dynarski, Susan",University of Michigan,Uni,Public,NCER,Grant,Evaluation of State and Local Education Programs and Policies,Efficacy,3,"$2,075,729",4 years (7/01/2014-6/30/2019),R305H140028,Completed,
1519,On the Importance of School Facilities Spending to School Outcomes,2014,2012-2016,"Stange, Kevin",University of Michigan,Uni,Public,NCER,Grant,Improving Education Systems,Efficacy and Replication,3,"$2,079,385",3 years (7/1/2014–6/30/2017),R305A140363,Completed,
1539,Sustaining the Boost: Longitudinal Impacts of the Boston Prekindergarten Program and Variation in Impacts,2014,2012-2016,"Weiland, Christina",University of Michigan,Uni,Public,NCER,Grant,Early Learning Programs and Policies,Efficacy and Replication,3,"$1,419,251",3 Years (7/1/2014–6/30/2017),R305A140059,Completed,
1971,Supporting Teachers' Implementation of Data-Based Instruction in Early Writing: An Efficacy Study,2017,2017-2019,"McMaster, Kristen",University of Minnesota,Uni,Public,NCSER,Grant,"Reading, Writing, and Language Development",Efficacy and Replication,3,"$3,299,321",4 years (9/1/2017-8/31/2021),R324A170101,In field,
877,Project Construct: A Catalyst for Early Achievement,2003,2002-2006,"Thornburg, Kathy",University of Missouri,Uni,Public,NCER,Grant,Preschool Curriculum Evaluation Research,Efficacy and Replication,3,"$1,161,335",4 years,R305J030103,Completed,
915,Evaluation of a Video-Based Modeling Program to Promote Effective Teacher Classroom Management Practices,2010,2007-2011,"Reinke, Wendy",University of Missouri,Uni,Public,NCER,Grant,Social and Behavioral Context for Academic Learning,Efficacy and Replication,3,"$2,915,757",4 years,R305A100342,Completed,
1262,Evaluating the Efficacy of the School-based Social Competence Intervention for Adolescents (SCI-A) with High Functioning Autism,2012,2012-2016,"Stichter, Janine",University of Missouri,Uni,Public,NCSER,Grant,Social and Behavioral Outcomes to Support Learning,Efficacy and Replication,3,"$2,896,933",03/1/2012–02/28/2016,R324A120027,Completed,
1406,Evaluation of a Classroom Management Training Program for Middle School Teachers,2013,2012-2016,"Herman, Keith",University of Missouri,Uni,Public,NCER,Grant,Social and Behavioral Context for Academic Learning,Efficacy and Replication,3,"$2,998,403",4 years (8/1/2013-7/31/2017),R305A130143,Completed,
1750,Evaluation of a Self-Monitoring Training Program for Elementary School Students,2015,2012-2016,"Thompson, Aaron",University of Missouri,Uni,Public,NCER,Grant,Social and Behavioral Context for Academic Learning,Efficacy and Replication,3,"$3,499,927",4 years (8/1/2015-7/31/2019),R305A150517,Completed,
3329,Evaluating the Efficacy of a Daily Check-in/Check-out Intervention for Students At Risk for Emotional and Behavioral Disorders,2019,2017-2019,"Lewis, Timothy",University of Missouri,Uni,Public,NCSER,Grant,Social and Behavioral Outcomes to Support Learning,Efficacy,3,"$3,267,793",5 years (08/01/2019—07/31/2024),R324A190046,In field,
2229,"The National Center for Rural School Mental Health (NCRSMH): Enhancing the Capacity of Rural Schools to Identify, Prevent, and Intervene in Youth Mental Health Concerns",2019,2017-2019,"Reinke, Wendy",University of Missouri,Uni,Public,NCER,Grant,Education Research and Development Centers,Multiple Goals,Multiple,"$9,999,729",5 years (02/01/2019 - 1/31/2024),R305C190014,In field,
2069,Evaluation of a Training Program to Promote Effective School Leadership,2017,2017-2019,"Herman, Keith","University of Missouri, Columbia",Uni,Public,NCER,Grant,Education Leadership,Efficacy and Replication,3,"$3,290,367",5 years (08/01/2017–07/31/2022),R305A170180,In field,
1579,Evaluation of Efficacy of CBC for Addressing Disruptive Behaviors of Children at Risk for Academic Failure,2005,2002-2006,"Sheridan, Susan",University of Nebraska,Uni,Public,NCER,Grant,Field Initiated Evaluations of Education Innovations,Efficacy and Replication,3,"$1,368,067",5 years (6/1/2005-5/31/2010),R305F050284,Completed,
784,The National Center for Research on Rural Education,2009,2007-2011,"Sheridan, Susan","University of Nebraska, Lincoln",Uni,Public,NCER,Grant,Education Research and Development Centers,Multiple Goals,Multiple,"$9,997,852",5 years,R305C090022,Completed,
1253,Efficacy of the Getting Ready Intervention at Supporting Parental Engagement and Positive Outcomes for Preschool Children at Educational Risk,2012,2012-2016,"Sheridan, Susan","University of Nebraska, Lincoln",Uni,Public,NCSER,Grant,Early Intervention and Early Learning in Special Education,Efficacy and Replication,3,"$3,212,919",7/1/2012–6/30/2016,R324A120153,Completed,
1354,On the Way Home: Promoting Transition Outcomes in Youth with EBD or LD—An Efficacy and Replication Study,2012,2012-2016,"Torkelson-Trout, Alexandra","University of Nebraska, Lincoln",Uni,Public,NCSER,Grant,Transition Outcomes for Secondary Students with Disabilities,Efficacy and Replication,3,"$3,487,223",7/1/2012-6/30/2016,R324A120260,Completed,
1424,Parent Connectors: An Efficacy Study of Peer-Support for Parents of Middle School Youth with Emotional Disturbance,2013,2012-2016,"Duppong Hurley, Kristin","University of Nebraska, Lincoln",Uni,Public,NCSER,Grant,Families of Children with Disabilities,Efficacy and Replication,3,"$3,206,013",7/1/13–6/30/17,R324A130180,Completed,
1877,A Randomized Trial of Conjoint Behavioral Consultation (CBC) with Latino Students: A Replication Study,2016,2012-2016,"Sheridan, Susan","University of Nebraska, Lincoln",Uni,Public,NCSER,Grant,Social and Behavioral Outcomes to Support Learning,Efficacy and Replication,3,"$3,499,987",4 years (7/1/2016-6/30/2020),R324A160017,In field,
2202,Testing the Efficacy of INSIGHTS for Promoting Positive Learning Environments and Academic Achievement in Nebraska: A Replication Study,2018,2017-2019,"Nugent, Gwen","University of Nebraska, Lincoln",Uni,Public,NCER,Grant,Social and Behavioral Context for Academic Learning,Efficacy and Replication,3,"$3,299,957",4 years (08/01/2018 - 07/30/2022),R305A180290,In field,
883,Granite Ladders: An Experimental Evaluation of an Early Literacy Curriculum for New Hampshire's Preschoolers,2002,2002-2006,"Priest, Jeff",University of New Hampshire,Uni,Public,NCER,Grant,Preschool Curriculum Evaluation Research,Efficacy and Replication,3,"$1,339,110",4 years,R305J020051,Completed,
314,Social and Character Development in Rural Youth: The Competence Support Program,2003,2002-2006,"Farmer, Thomas","University of North Carolina, Chapel Hill",Uni,Public,NCER,Grant,Social and Character Development,Efficacy and Replication,3,"$1,797,932",4 years,R305L030162,Completed,
131,National Research Center on Rural Education Support,2004,2002-2006,"Farmer, Thomas","University of North Carolina, Chapel Hill",Uni,Public,NCER,Grant,Education Research and Development Centers,Multiple Goals,Multiple,"$17,200,000",5 years,R305A040056,Completed,
52,"Attention, Memory, and Executive Functions in Written Language Expression in Elementary School Children",2006,2002-2006,"Hooper, Stephen","University of North Carolina, Chapel Hill",Uni,Public,NCER,Grant,Cognition and Student Learning,Efficacy and Replication,3,"$1,596,398",4 years,R305H060042,Completed,
556,Comparison of Two Comprehensive Treatment Models for Preschool-Aged Children With Autism Spectrum Disorders and Their Families,2007,2007-2011,"Odom, Samuel","University of North Carolina, Chapel Hill",Uni,Public,NCSER,Grant,Autism Spectrum Disorders,Efficacy and Replication,3,"$3,019,247",7/1/2007 to 6/30/2011,R324B070219,Completed,
993,Efficacy of a Parent-Mediated Intervention for One-Year-Olds at Risk for Autism,2010,2007-2011,"Watson, Linda","University of North Carolina, Chapel Hill",Uni,Public,NCSER,Grant,Early Intervention and Early Learning in Special Education,Efficacy and Replication,3,"$2,515,897",7/1/2010 through 6/30/2014,R324A100305,Completed,
1385,The Targeted Reading Intervention: A Web-Based Professional Development Program Targeting K-1 Classroom Teachers and Their Struggling Readers,2010,2007-2011,"Vernon-Feagans, Lynne","University of North Carolina, Chapel Hill",Uni,Public,NCER,Grant,Effective Instruction,Efficacy and Replication,3,"$2,127,642",4 years,R305A100654,Completed,
1182,Advancing Social-Communication and Play (ASAP): An Intervention Program for Preschoolers with Autism,2011,2007-2011,"Boyd, Brian","University of North Carolina, Chapel Hill",Uni,Public,NCSER,Grant,Early Intervention and Early Learning in Special Education,Efficacy and Replication,3,"$3,167,682",7/1/2011–6/30/2015,R324A110256,Completed,
1277,Written Language Problems in Middle School Students: A Randomized Trial of the Self-Regulated Strategy Development (SRSD) Model Using a Tier 2 Intervention,2012,2012-2016,"Hooper, Stephen","University of North Carolina, Chapel Hill",Uni,Public,NCER,Grant,Cognition and Student Learning,Efficacy and Replication,3,"$3,106,789",4 years (3/1/2012-2/29/2016),R305A120145,Completed,
1334,Center on Secondary Education for Students with Autism Spectrum Disorders (CSESA),2012,2012-2016,"Odom, Samuel","University of North Carolina, Chapel Hill",Uni,Public,NCSER,Grant,Special Education Research and Development Centers,Multiple Goals,Multiple,"$9,994,452",07/01/2012–06/30/2017,R324C120006,Completed,
1625,An Efficacy Study of the School-based National Professional Development Center on Autism Spectrum Disorders Model (NPDC),2015,2012-2016,"Odom, Samuel","University of North Carolina, Chapel Hill",Uni,Public,NCSER,Grant,Professional Development for Educators and School-Based Service Providers,Efficacy and Replication,3,"$3,498,529",4 years (7/1/2015-6/30/2019),R324A150047,Completed,
1678,Early College High Schools at Scale: Probing Impacts and Generalizability with a Quasi-Experiment Benchmarked Against an RCT,2015,2012-2016,"Lauen, Douglas","University of North Carolina, Chapel Hill",Uni,Public,NCER,Grant,Improving Education Systems,Efficacy and Replication,3,"$799,886",3 (7/1/2015-6/30/2018),R305A150477,Completed,
1742,Educational Outcomes of the Incredible Years Small Group Program for Early Elementary Students with Self-Regulation Difficulties,2015,2012-2016,"Murray, Desiree","University of North Carolina, Chapel Hill",Uni,Public,NCER,Grant,Social and Behavioral Context for Academic Learning,Efficacy and Replication,3,"$3,496,412",4 years (7/1/2015-6/30/2019),R305A150169,Completed,
1991,An Examination of Response to Intervention in the Early Writing Skills of At-Risk Preschoolers,2017,2017-2019,"Hooper, Stephen","University of North Carolina, Chapel Hill",Uni,Public,NCER,Grant,Cognition and Student Learning,Efficacy and Replication,3,"$3,292,904",4 years (07/01/2017 - 06/30/2021),R305A170529,In field,
2168,Efficacy Follow-Up Study of the CSESA Model,2018,2017-2019,"Hume, Kara","University of North Carolina, Chapel Hill",Uni,Public,NCSER,Grant,Autism Spectrum Disorders,Efficacy and Replication,3,"$1,100,000",2 years (07/01/2018-06/30/2020),R324A180091,In field,
886,Evaluation of the Effects of Creative Curriculum on Classroom Quality and Child Outcomes in Head Start,2002,2002-2006,"Lambert, Richard G.","University of North Carolina, Charlotte",Uni,Public,NCER,Grant,Preschool Curriculum Evaluation Research,Efficacy and Replication,3,"$1,161,486",4 years,R305J020039,Completed,
